Product Name,reviews
"DevaCurl One Condition Original, 32oz","
This product seemed thinner that normal to me.  So I went to an Ulta (certified distributor for Deva Curl) and bought the same product, and it is way, way thicker.  The squirt of the product I bought at Ulta retained it's shape as squirted and the Amazon product puddled.  We could tell the difference when rubbing it between our fingers.  There was 4 of us.  We all agreed, the Amazon product is watered down!  Don't buy this!  I will never buy a Deva product from Amazon will again.
"
"DevaCurl One Condition Original, 32oz","
Fake product. Anyone who has tried the real thing would know by the first whiff. This does not smell anything like the real conditioner and it doesn’t work like it either. My hair clumped together in one big ball and wouldn’t untangle. I returned it. Stay away from caben. This seller isn’t selling authentic devacurl!
"
"DevaCurl One Condition Original, 32oz","
This is not the legit product. I have been using Deva Curl One Condition for years and this bottle's contents both smelled different and had a thicker consistency than the real stuff. This stuff has a consistency that of a thick body butter, not of Deva Curl One Condition conditioner. It's so thick that you need to use twice as much and rub it around in your hands to even get it to spread into your hair. It's awful. I also know it's not right because my hair isn't conditioned at all once I rinse it out. And you have to rinse it FOREVER to get it all out or it will leave a residue leaving your hair crunchy and gross. Find out who's providing you this product, Amazon, and take them to task. They are selling you fake One Condition.
"
"DevaCurl One Condition Original, 32oz","
I am a huge fan of DevaCurl products. I have been using DevaCurl for over a year now. It works well for both my long hair and short hair.I started with their travel size of the ""DevaCurl Kit for All Curl Kind"" It includes 3oz bottles of  No-Poo Original, One Condition Original, Styling Cream, Light Defining Gel.I was really shocked at how well this line of products worked on my hair. I buy all of them in the large bottles now. Individually they are good products but together they have changed my curls. I am not kidding at all! My curls are curlier, not crunch, not as frizzy and overall more beautiful than before I used DevaCurl.
"
"DevaCurl One Condition Original, 32oz","
I want to start by saying I'm a big fan of this conditioner. I love, love the results I've gotten from it & how soft it's made my hair. I have to agree with other posts that ""THIS"" bottle of conditioner is a little thinner. I compared the old bottle with this & there is definitely a difference. I notice I'm having to use more conditioner now & my hair isn't as soft. It does seem watered down. I would not buy this product from this seller again just because of this, but I would def buy this conditioner again. I will go back to the first seller. I was looking for a cheaper price & I guess you get what you pay for.
"
"DevaCurl One Condition Original, 32oz","
Just received this conditioner and it's the daily creme conditioner, not the ultra creamy that is in the photo.  It's still good conditioner but the ultra creamy is much thicker and coats better.  It's possible that Deva does not offer the ultra creamy version anymore since it's getting more difficult to find, but then the new bottle should also be shown in the photo.
"
"DevaCurl One Condition Original, 32oz","
This product seems like it was tampered with and laundry detergent was added to it. It smells like it too. It is so liquidy and doesn't feel like conditioner. After the first time, it appeared to have stripped my hair color. I gave it another try and it is a failure. I am so disappointed and do not recommend this product.
"
"DevaCurl One Condition Original, 32oz","
I am a mixed race female with somewhat loose curls. I would say this is a ""decent"" hair product but you could do much better for half the price. I've tried Paul Mitchell, biolage, mixed chicks, redkin, and various other ""pricey"" brands. Deva curl definitely ranks 2nd or 3rd. Cantu and other ""natural"" hair products definitely work better for half the price ! Save your money and shop elsewhere ! Or invest in some Moroccan oil (that stuff is worth the money in my opinion) !
"
"DevaCurl One Condition Original, 32oz","
Let’s be honest, devacurl is expensive. Like everyone else on here I was weary of purchasing through amazon because of the warnings in the reviews. So I’ll just keep it real for the first time devacurl users and the long time ones, it’s a little lengthy but I hope it helps:1. For the long time users, keep in mind some of these reviewers are deva certified and get paid to sell devacurl products. I wouldn’t be surprised if half of these “DO NOT BUY. MADE ME HAIR HORRIBLE. KNOCK OFF” reviewers are just upset they’re losing sales. I’ve purchased the styling cream for $14 on here (which is what it SHOULD cost) and I honestly don’t have many complaints. The smell was great. However I DID notice 2 things about this conditioner. The product packaging looked like it slightly spilled which means it could’ve possibly been tampered with. And the product consistency was a little more watered down than original (I compared it with a 3oz $10 devacurl cream conditioner I purchased from ulta on my hand). I also let it sit on my hand, the one from ulta was thicker and took longer to dry than the one I purchased on here.  Probably explains why when I parted my hair on wash day, the side I used the amazon conditioner left my hair slightly dryer than the side I where used the conditioner from ulta. So I do agree that this is not 100%authentic. Still, it did not harm my hair and did leave it smelling great overall which is what I honestly use it for. You’re just getting what you pay for I guess.2. For the first time devacurl users, as mentioned, I honestly only use devacurl for special occasions for the SMELL. This product is way to overpriced and rips off natural haired girls. I use it sparingly when I am heading out. There’s much better options for much more reasonable prices if you want quality care. And I am all about quality, but high prices doesn’t always mean good quality it’s just name brand you’re buying. And that’s what devacurl is, name brand. Not bad but not the best for your money’s worth. Quality products would be Mielle Organics (my favorite), Nutrahair Cachos (got it from a Brazilian friend and LOVED it), Naturallclub deep conditioner (my friend swears by it) even the DIY. There’s also Curlmix and bellebar that gets great reviews.The take away? I have low porosity 4a (some 3c) curls. My hair actually prefers watered down products even though it’s thicker/tighter curled, which is why I use original conditioner from devacurl. However this particular product? Too watered down I prefer the real conditioner. Again, I’ve purchased the styling cream with no problem from amazon for almost half the price and had no problems, packaging was even perfect, just not this conditioner. Do not let some of these devacurl stylist deter you away from saving you some $$ on amazon. They get paid off of this stuff. Obviously it works for some other purchasers so it’s not THAT bad. Personally it left my hair a little dryer due to whatever they added which I don’t trust it and probably not worth buying even at $14 anyway. Just because this was my experience doesn’t mean it won’t be the same for you. I’m just sticking to regular sulfate free shampoos and conditioners, it’s honestly what you LEAVE IN your hair or DEEP CONDITION with that actually matters!!! Devacurl as a whole company wouldn’t get more than 3 stars from me, they’re lucky it smells great. I did not like the packaging which is why I’m giving it 2 stars. I’ll probably only use and purchase the styling cream from devacurl from now on.Hope this helps!!!
"
"DevaCurl One Condition Original, 32oz","
This isn't the real product. I've been using Deva for years and when I first recieved this, the smell wasn't right - it smelled like cheap hand lotion. It didn't feel right on my hair either, the consistency. I continued using it, and my curls started drying out and falling flat, my hair was breaking, etc. So I took the bottle in to a Sephora to compare the scent and consistency with an in-store product, and they WERE NOT THE SAME. I'd recommend buying straight from a salon or the like before you totally destroy your curls.
"
"DevaCurl One Condition Original, 32oz","
I got lucky! After reading the reviews I was really worried about getting a knock off.  As soon as I received it, I opened it to make sure that it had a thick creamy texture and a light lemon scent and it does! So it’s got to be the real thing. I have used this 4 days in a row now, and I really like it! I have really long thick hair, mostly wavy but sometimes curly.  So far I have noticed that my hair feels softer, and less frizzy which is really what I wanted to go for. As for volume, since my hair already has natural volume I haven’t really noticed a difference with that.  I can’t wait to receive the “shampoo” part of this. So far I just been using this conditioner.
"
"DevaCurl One Condition Original, 32oz","
This is by far the best curly hair product line I have ever used.  Years ago I used a L'Oréal line.  Then I used an Aveda line.A friend suggested deva curl.  She said it would be life changing and she was so right.  My hair has never looked better!  My daughter uses it too and it is amazing how much better her hair looks and feels.  I wish I would have known about deva when she was little because it is an amazing detangler.Take 3 minutes to watch a you tube video on how to use the products!  With simple techniques shown in the videos, you can learn to wash your hair and  let it air dry and have a great hair day!
"
"DevaCurl One Condition Original, 32oz","
Unfortunately, I've been hit with my first fake bottle in over 10 years... I bought it months ago so I can't return it... Beware of Pharmapacks!
"
"DevaCurl One Condition Original, 32oz","
DO NOT BUY. Fake product. I’ve bought Devacurl before from amazon as a set shampoo and conditioner, it was legit. I needed to re-up and got this. This is ABSOLUTELY another product with DC packaging.On arrival the pump head had been sprung already, bad sign #1. The conditioner is shiny and much more watery than the real deal. It smells like suave. I thought okay maybe they changed something, trying to not be suspicious because this is sold from Devacurl directly- or that’s how it seems. I rinsed and got out of the shower, I had to re-rinse because my hair was full of suds still. The true product DOES NOT LATHER THERE SHOULDN'T BE SUDS. Currently less than 10 minutes after a shower and my scalp is on fire. RUN from this product. Don’t test your luck, don’t be me and not check the reviews.
"
"DevaCurl One Condition Original, 32oz","
I have been using Deva Curl products since 2006 with great results. Low-Poo, No-Poo and One Condition have been my go to. The company has been sold 3 times since then and apparently has added some toxic chemistry to their products. In the last several years, I have noticed severe hair loss at my scalp and my hairline. My hair used to be so thick that hairdressers joked that they'd have to sharpen their scissors after my haircut. My hair is now so thin, I can see my head and my curls don't last beyond the first day and turn into fuzz and frizz where there used to be curls. My hair used to be healthy and grew fast. I haven't had a haircut in 3 years and my hair does not seem to be growing. My diet is excellent and I feel fine. This product sucks and has damaged my hair and a whole community of former DevaCurl users. There are a few Facebook groups with horrible stories of what's happening to them because of DevaCurl's products. One group has over 11,000 members
"
"DevaCurl One Condition Original, 32oz","
I learned of this product by going to a Devacurl hair specialist. The specialist taught me what products to use and how to use them properly on my hair. I have to say it is a process but well worth it. Since I've used this product, my hair has come back to life. I always get compliments for my hair and that it smells so good! Love it! You need to know what your curl type is whether you have wavy, curly or super curly hair. This product runs by three different types of curls which are, wavy (light green bottle lid), curly (green bottle lid) and super curly (teal bottle lid). My curl type is curly so I purchased the (Green bottle lid).Process: While in the shower I used my No-Poo(Green bottle lid) and massaged my scalp and crunched it at the same time. When rinsing my hair I allow the No-Poo run down to the tip of my hair until you rinse completely. I then use the Devacurl Conditioner (which I was delivered the wrong bottle, Teal bottle lid for super curly but I didn't bother to return it because I really needed a conditioner for my hair which is why I gave it the 4 stars) and massaged the scalp. As I began to rinse my hair I allowed the conditioner run down to the tip of my hair and began to run my fingers through my hair for any tangles. (You can use a wide-tooth brush for the stubborn tangles but only while you are in the shower with conditioner on your hair!) You can leave some conditioner on your hair when your rinsing. When done with rinsing, lean your hair over, begin to use the Devacurl gel and begin to crunch your hair. Then get a microfiber towel and continue to crunch the hair. (I recommended you to NOT wrap the towel on your hair to dry!!) It's best to crunch as it stops dripping wet.  As you use the towel your hair begins to dry. Please use a MICROFIBER TOWEL!! It helps with frizz control. I purchased one on amazon and it's amazing! I then used curl clips (Bought from Amazon) while my hair air dries and get myself  ready to allow some volume when I get ready to defuse my hair. When I'm ready to defuse my hair I first remove the hair clips and use the Devacurl defuser which I love!. Totally recommend and begin to defuse your hair. After getting used to the process it will get easier for you.  I still want to try more products from Devacurl and when I do I will let you know my results. When this package was delivered it was also spilling. However, delivery like always was fast. Hopefully next time I get the right bottle for my hair type but so far so good!!
"
"DevaCurl One Condition Original, 32oz","
This bottle of Deva Curl One Conditioner is not authentic. I have used this conditioner for years and I have a bottle that I bought at the salon to compare it with. It smells and feels differently than the original.It smells like the no poo not the conditioner.I am very disappointed and dissatisfied with this product and would not buy it again from this seller.
"
"DevaCurl One Condition Original, 32oz","
I have baby fine curly hair and this stuff is too heavy for me, and just makes my hair greasy.My sister has thick curly hair and swears by this stuff. She lets her hair air dry and it always looks like she just came from the salon. A little goes a long way and you'd only need a pump, maybe 2 to get the job done so this is lasting her well over 2 months  (which is when she would usually be running out)
"
"DevaCurl One Condition Original, 32oz","
This stuff is amazing for my hair. Like people can actually tell when I am not using devacurl because of how bad and frizzy my hair gets with other products. I use the no poor cleanser, the conditioner, styling cream and the foam. It works wonders on my hair!The first picture was with me using 'curly hair' products there was some curl to it but some areas just didnt want to curl and did not leave my hair moisturized. The second picture is after a few days of washing it the color shines and it looks so healthy. I absolutely love this stuff. And will always budget out money for it because it works!
"
"DevaCurl One Condition Original, 32oz","
I know a lot of people who are dedicated to Deva Curl so I wanted to give the line a try. I'm not sure if this product is counterfeit, but it did not do for me what I thought it would. It felt nice going in my hair in the shower, but the smell was very strong and very synthetic-smelling. I do think it might have supported and enhanced my waves, but after 2 uses my scalp was unbearably itchy all day.  I bought a new shower filter because I thought the minerals in my water were to blame, but when I experimented with the Deva again my scalp was again itchy. I can't use this product. I'm not sure if it is counterfeit or because my hair doesn't agree with Deva. I know that there are rumors and claims around that Deva changed their formula and it's causing people to lose their hair, and I kind of believe it. Also, it didn't even particularly make my hair feel very soft and hydrated. I've used tons of different product, and this one was a dud.
"
"DevaCurl One Condition Original, 32oz","
I had used the devacurl line before when I wasn’t too interested in getting my natural curls back - i just wanted some good products that could manage my heat damaged curls during my tropical vacation. I wasn’t too fond of the smell either. Now that I’m a “curly girl”, I absolutely love the smell of this product. And now that I’ve learned how I should apply products to my coarse, thin hair, I love the product even more. Application is not and should not be the same for everyone. It makes a huge difference on how the product will perform. And now that I know how to apply this product to my hair, I think it performs fantastically. I love this product now and it will become part of my regulars.
"
"DevaCurl One Condition Original, 32oz","
This. Stuff. Does. Nothing. I am so disappointed. After watching countless YouTube videos and reading reviews of everyone raving about this product I really wanted to try it but put off doing so because of the price. After years, I finally decided to treat myself and make the purchase. The scent is so strong and overpowering. When it’s air drying I get whiffs of it every time a turn my head and then all I can think about is how strong it smells. This is never usually an issue with products for me. Secondly, it does absolutely nothing. I really thought this stuff we be my holy grail. Where is all of that moisture everyone raved about? The slip? It’s the only product in my hair right now and feels greasy. It’s as if it won’t absorb. I know this conditioner doesn’t contain silicones but it feels like it IS a silicone. I didn’t want to believe the negative reviews because I seen so many positives. Maybe they weren’t using it correctly. Maybe they are false reviews fabricated by competitors. But, I’ve used it multiple times by now and it hasn’t failed to disappoint. It’s worth a try so that you can see for yourself. Apparently people have different results, but don’t get your hopes up too high.
"
"DevaCurl One Condition Original, 32oz","
I first encountered this DevaCurl One Condition conditioner at Target. I fell in love with it after the first try. I felt like it hydrated my strands all the way to the inner layers of my hair, which then prevented my hair from frizzing. If you have dry, curly, or wavy hair, a moisturizing conditioner is what you will need to eliminate frizz. Not only did this conditioner get rid of the frizz,  it made my hair manageable too. I'm used to spending lots of time detangling my hair and this conditioner totally saved me the extra step. And the best part is I always had a nice hair day after using this. After I ran out, I naturally wanted to buy another bottle. Unfortunately, Target no longer sold it, so Amazon was the next best option. HUGE MISTAKE. The thing about Amazon is they sell everything. But another thing about Amazon is they don't vet their vendors. I believe I bought a heavily diluted DevaCurl One Condition conditioner from a vendor on Amazon. How do I know? The conditioner I bought from Amazon felt like water. It wasn't thick like the one I had previously used and it took me many, many pumps just to coat my hair. And worst of all, it did not give my hair the same great results as previously described. The seller I bought from is PHARMAPACKS. Just make a purchase at your own discretion if you choose Amazon. Otherwise, just buy straight from the company that makes it. There's no point in saving a few extra bucks with a sketchy seller when you don't even get the same great results.
"
"DevaCurl One Condition Original, 32oz","
This is not the original product. For years of using the actual original (while cap, old green label like in the photo) - I loved it and everything was great. Now, they advertise as ""original"" but ship the new version (green cap, mostly white label), and it gives me a reaction in the shower every time. And I can't even return it because the bottle busted in shipping. Very disappointed, DevaCurl, disappointed and saddened.
"
"DevaCurl One Condition Original, 32oz","
I've used this product for years. I used to have dry curly hair but with continued use of this product, it's not dry anymore. I wash my hair 2x week with the no-poo and use this in the shower every day. I buy it in the 32 oz container because it's so much cheaper.Now, on to Amazon. I ordered the 32 oz and received the 12 oz. I contacted Amazon to tell them of the mistake and I was told they were out of stock of the 32 oz. So, first of all, the site doesn't say they are out of stock. They then took my money and sent me a smaller size without notifying me that they were out of stock. Did Amazon think I wouldn't notice the difference in size - and price??? I'm disappointed in Amazon.
"
"DevaCurl One Condition Original, 32oz","
My hair is wavy/curly, thin, dry, frizzy. I used Pantene shampoo and conditioner until I stumbled upon a “miracle” DevaCurl no poo cleanser and One conditioner. I was hoping to get rid of frizz and make my hair healthier. I’ve been using DevaCurl no poo and their one conditioner for about 3 weeks now, twice a week. My hair seems to be even drier and frizzier then ever before. I also noticed it gets tangled very easily and is very coarse to touch.  It is a mess, I am going back to regular shampoo and conditioner.
"
"DevaCurl One Condition Original, 32oz","
The only brand I trust with my crazy curly hair! Before using DevaCurl my hair was dry, frizzy and life less! Now my hair has nice soft bouncy curls. My one trick is after I slightly towel dry my hair, I add conditioner to my ends (not touching the roots) and leave it in. Then I scrunch up hair with a paper towel or two. I never use a hair dryer or a brush! I just take the conditioner in my hands and using my fingers as a brush, I run it through my hair. Also my hair is now past my shoulders and I could never let it pass my shoulders in the past because I would always get nots near my neck in the back of my head. I have been using DevaCurl for about 2 years now. I highly recommend this product for those who struggle with curly hair or wavy hair!
"
"DevaCurl One Condition Original, 32oz","
Seems as though there are mixed reviews regarding this Deva Curl Conditioner... you either love it or wish that you spent your money elsewhere. I’m in the love it category. I gravitate towards lighter hair products because I do not have extremely textured, treated, or damaged hair. This conditioner is light, curl defining, and easy to ‘squish’ deep into the shaft (some conditioners don’t seem to want to sink in).The only thing that I would change is the scent. It’s not a foul or offensive smell, but I don’t find it to be particularly feminine or alluring. But maybe it’s not supposed to be.That said, I want it as part of my arsenal.
"
"DevaCurl One Condition Original, 32oz","
--If this review helped you, please click ""helpful""--Deva Curl has yet to disappoint me! I have so many of the after-shower products but just recently purchased this. I love it! It really makes a difference (which I didn't think it would) in my curls on wash day. My wash days are so much better than they used to be. I used to dread them and plan my life accordingly but I don't have to do that with this shampoo and conditioner. I do follow with all DC products and my curls love it! They're looking better than ever!--For more Amazon reviews, follow @CassandraMercedes on Instagram--
"
"DevaCurl One Condition Original, 32oz","
I keep coming back to this to maintain my fine 3b/c natural curls.  Strangely enough I can also use this on my daughter who has straight fine hair and it makes her hair look great as well.  I love the smell, how it doesn't cause heavy build up and I couple this with the Deva Curl ultra defining gel and giovanni direct leave in conditioner which I apply before the gel.  I use a wet brush or Denman brush to gently comb the product through my hair, then shake while holding the ends and lightly scrunch my curls to form them.  It's a great routine for me.
"
"DevaCurl One Condition Original, 32oz","
I ordered this product that I’ve been using for years and am 99.99% certain they cut the product with something else. It smelled different and had a thinner consistency. I got a terrible rash on my scalp from this. I use One Condition religiously and have never had this reaction. I won’t prefer from this vendor ever again
"
"DevaCurl One Condition Original, 32oz","
I am an older woman with long, still healthy, thick hair. My hair dresser recommended these products to me several years ago, and I have used nothing else since. It doesn't strip your hair like most shampoos, and the conditioner can be left in if desired. You can ""scrunch"" your wet hair with this product and the curls stay until next shampoo. I love the fragrance, also!
"
"DevaCurl One Condition Original, 32oz","
This my favorite conditioner.  I use it not only to condition my hair after washing it, but also use it to style my hair.  It detangles well, and it doesn't flake when used with other products.  I wash with Deva No-Poo and i get wonderful results from both.  They leave my hair soft and manageable.
"
"DevaCurl One Condition Original, 32oz","
I was fed up with my normal products still allowing my curls to get frizzy, so I finally tried this No Poo products. I wish I had switched YEARS ago. I have fine, thick Caucasian curls and it doesn't weigh my hair down or make it greasy like a lot of curl products can since they tend to be really heavy products. I use the No Poo cleanser, conditioner and coconut hair cream and my hair is FANTASTIC, especially on the second or third day. When needed, I wash with an dandruff shampoo but otherwise I stick to this and will always do so.
"
"DevaCurl One Condition Original, 32oz","
Here's a pic of the leaky/damaged pump I received today.  The conditioner was all over the bubble wrap, too.  And now I can't get the pump to work.  I REALLY want the pump to work.  I'd return/exchange it, but I really need it.  I love the product and have used nothing else for months.  What I really want is a new pump, but I can't figure out how to contact the seller, so I'm posting it here.  Of course, getting a new pump or not will play into how I purchases this product next time.
"
"DevaCurl One Condition Original, 32oz","
Okay so I was nervous about this cause I read that some people ended up with watered down or knockoff products when they ordered this. My seller was Truemark, and the product that I received appears to be an authentic. The bottle is right and the texture is right, not watery and not too thick. The ingredient list matches the current ingredient list that’s on the official DevaCurl website. See photos if you wanna compare yourself! Point is, this seller is a good one. Make sure to check the seller when buying it!
"
"DevaCurl One Condition Original, 32oz","
I was sent a fake product! The product was sent from Amazon Services LLC and it is not Deva Curl conditioner. I have an almost empty bottle of the real stuff in my shower and when I opened this new bottle It was so evident that it was fake. It smelled nothing like the original. It smelled like lemon pledge and did not moisturize at all. It was hotel conditioner quality garbage and I’m super disappointed. I’m definitely sending it back for a refund
"
"DevaCurl One Condition Original, 32oz","
I used to use this and loved it. Unfortunately, smelled like I was giving myself a perm just now. (My hairdressers continually say it’s natural.) So I checked the ingredients and Behentrimonium Chloride? Come on, Devacurl. Step up your ingredients. And that isn’t the only one. Not using this on a semi regular basis. Not healthy.However, if you don’t care about something being healthy and do care very much about your hair style.... this product gives you beautiful, luscious, piecy curls.
"
"DevaCurl One Condition Original, 32oz","
Arrived like this...box was not damaged, the lid was open and it poured out. what’s MOST concerning is there is no label on the bottle AT ALL.Skitchyyyyyyy if you ask me.
"
"DevaCurl One Condition Original, 32oz","
I’ve used this product for three years. When it seemed my hair was thinning, I stopped using it, unsure of the cause. After a year off Deva products my hair started thickening up again. Like a fool, I went back to using Deva products. Now, six months later, my hair is falling out in large clumps. I am sick about it and think these products should be off the market!
"
"DevaCurl One Condition Original, 32oz","
This is my all time favorite conditioner but I'm getting tired of receiving bottles with leaky tops. How hard is it to tape them closed for shipping?
"
"DevaCurl One Condition Original, 32oz","
I’ve used Deva Curl One Condition for years. I noticed a few months ago that the bottle I purchased had a very strong smell, but thought it was just me. It was also thinner. I got through the bottle and didn’t think much about it. I haven’t noticed any differences from the real thing with the last couple bottles, but after watching the Broken (Netflix docu-series) episode on counterfeit cosmetics... I’m genuinely concerned. I was under the misconception that buying from the “Amazon Recommended” vendor guaranteed legitimacy. I will only be buying from stores that I trust and will NEVER buy any cosmetic on Amazon again. I say that as an environmental engineer, who is knowledgeable about exposure to toxins and carcinogens.
"
"DevaCurl One Condition Original, 32oz","
This is the most expensive personal care system I have ever purchased!I used Deva Curl Low Poo, One Conditioner and the Ultra Defining Gel in my morning shower.  During the day I started to feel itchy.Three hours before my flight the following morning I got out of bed to find my face swollen and blaze red.  I had a rash from head to toe!Allergic Contact Dermatitis!  WooHoo.  Lucky me!!!  NO this has NEVER happened to me before.To avoid a possible medical emergency on my 7 hour flight it was determined that my vacation should be cancelled - airfare, rental car, hotels etc.Instead of jetting off to vacation land I spent my morning in the ER to be a grateful recipient of a steroid shot.The week of vacation time was spent alternately trying to scratch off the top layer of skin and slathering on lotion to combat the itch.I think I can safely say that this product will never enter my home again.
"
"DevaCurl One Condition Original, 32oz","
Nothing works better for my 3B curly hair.  I find it works best when hair is completely saturated with water, really water-logged, before applying.  Then I seal it with the DevaCurl Ultra Defining gel.  For a pickup later, I have a spray bottle of water with some of the OneCondition Decadence in it; a quick shake and spray redfines curls and tames frizz. But if it's your first time trying to ""get your curl on,"" get yourself to a Deva-certified stylist to get a cut and tutorial on how to use this stuff.  It will change your relationship with your curls!
"
"DevaCurl One Condition Original, 32oz","
I was apprehensive to buy this conditioner; it's a lot more than I usually pay and I didn't think conditioner could make much of a difference. Boy was I wrong! Not only does it make my hair look better and feel healthier, but I also don't use nearly as much as I do when I was using cheaper conditioner. It only takes two pumps to fully condition my hair, and because of that, I think it might even be cheaper than using a lower quality conditioner to get similar results.
"
